2	1.5	1	450
2	1	1.5	450
2	1	2	450
2	1.5	2	450
2	1.5	1.5	450
2	1.5	0	450
2	1.5	0.5	450
2	2	0.5	450
2	2	0	450
2	1.5	0.5	450
2	1.5	1	450
2	2	1	450
2	2	0.5	450
2	1.5	1	450
2	1.5	1.5	450
2	2	1.5	450
2	2	1	450
2	1.5	1.5	450
2	1.5	2	450
2	2	2	450
2	2	1.5	450
10	-1	-10	550
10.5	-1	-10	550
10.5	-0.5	-10	550
10	-0.5	-10	550
10.5	-1	-10	550
11	-1	-10	550
11	-0.5	-10	550
10.5	-0.5	-10	550
11	-1	-10	550
11.5	-1	-10	550
11.5	-0.5	-10	550
11	-0.5	-10	550
11.5	-1	-10	550
12	-1	-10	550
12	-0.5	-10	550
11.5	-0.5	-10	550
10	-0.5	-10	550
10.5	-0.5	-10	550
10.5	0	-10	550
10	0	-10	550
10.5	-0.5	-10	550
11	-0.5	-10	550
11	0	-10	550
10.5	0	-10	550
11	-0.5	-10	550
11.5	-0.5	-10	550
11.5	0	-10	550
11	0	-10	550
11.5	-0.5	-10	550
12	-0.5	-10	550
12	0	-10	550
11.5	0	-10	550
10	0	-10	550
10.5	0	-10	550
10.5	0.5	-10	550
10	0.5	-10	550
10.5	0	-10	550
11	0	-10	550
11	0.5	-10	550
10.5	0.5	-10	550
11	0	-10	550
11.5	0	-10	550
11.5	0.5	-10	550
11	0.5	-10	550
11.5	0	-10	550
12	0	-10	550
12	0.5	-10	550
11.5	0.5	-10	550
10	0.5	-10	550
10.5	0.5	-10	550
10.5	1	-10	550
10	1	-10	550
10.5	0.5	-10	550
11	0.5	-10	550
11	1	-10	550
10.5	1	-10	550
11	0.5	-10	550
11.5	0.5	-10	550
11.5	1	-10	550
11	1	-10	550
11.5	0.5	-10	550
12	0.5	-10	550
12	1	-10	550
11.5	1	-10	550
10	1	-10	550
10.5	1	-10	550
10.5	1.5	-10	550
10	1.5	-10	550
10.5	1	-10	550
11	1	-10	550
11	1.5	-10	550
10.5	1.5	-10	550
11	1	-10	550
11.5	1	-10	550
11.5	1.5	-10	550
11	1.5	-10	550
11.5	1	-10	550
12	1	-10	550
12	1.5	-10	550
11.5	1.5	-10	550
10	1.5	-10	550
10.5	1.5	-10	550
10.5	2	-10	550
10	2	-10	550
10.5	1.5	-10	550
11	1.5	-10	550
11	2	-10	550
10.5	2	-10	550
11	1.5	-10	550
11.5	1.5	-10	550
11.5	2	-10	550
11	2	-10	550
11.5	1.5	-10	550
12	1.5	-10	550
12	2	-10	550
11.5	2	-10	550
10	-1	-8	550
10.5	-1	-8	550
10.5	-0.5	-8	550
10	-0.5	-8	550
10.5	-1	-8	550
11	-1	-8	550
11	-0.5	-8	550
10.5	-0.5	-8	550
11	-1	-8	550
11.5	-1	-8	550
11.5	-0.5	-8	550
11	-0.5	-8	550
11.5	-1	-8	550
12	-1	-8	550
12	-0.5	-8	550
11.5	-0.5	-8	550
10	-0.5	-8	550
10.5	-0.5	-8	550
10.5	0	-8	550
10	0	-8	550
10.5	-0.5	-8	550
11	-0.5	-8	550
11	0	-8	550
10.5	0	-8	550
11	-0.5	-8	550
11.5	-0.5	-8	550
11.5	0	-8	550
11	0	-8	550
11.5	-0.5	-8	550
12	-0.5	-8	550
12	0	-8	550
11.5	0	-8	550
10	0	-8	550
10.5	0	-8	550
10.5	0.5	-8	550
10	0.5	-8	550
10.5	0	-8	550
11	0	-8	550
11	0.5	-8	550
10.5	0.5	-8	550
11	0	-8	550
11.5	0	-8	550
11.5	0.5	-8	550
11	0.5	-8	550
11.5	0	-8	550
12	0	-8	550
12	0.5	-8	550
11.5	0.5	-8	550
10	0.5	-8	550
10.5	0.5	-8	550
10.5	1	-8	550
10	1	-8	550
10.5	0.5	-8	550
11	0.5	-8	550
11	1	-8	550
10.5	1	-8	550
11	0.5	-8	550
11.5	0.5	-8	550
11.5	1	-8	550
11	1	-8	550
11.5	0.5	-8	550
12	0.5	-8	550
12	1	-8	550
11.5	1	-8	550
10	1	-8	550
10.5	1	-8	550
10.5	1.5	-8	550
10	1.5	-8	550
10.5	1	-8	550
11	1	-8	550
11	1.5	-8	550
10.5	1.5	-8	550
11	1	-8	550
11.5	1	-8	550
11.5	1.5	-8	550
11	1.5	-8	550
11.5	1	-8	550
12	1	-8	550
12	1.5	-8	550
11.5	1.5	-8	550
10	1.5	-8	550
10.5	1.5	-8	550
10.5	2	-8	550
10	2	-8	550
10.5	1.5	-8	550
11	1.5	-8	550
11	2	-8	550
10.5	2	-8	550
11	1.5	-8	550
11.5	1.5	-8	550
11.5	2	-8	550
11	2	-8	550
11.5	1.5	-8	550
12	1.5	-8	550
12	2	-8	550
11.5	2	-8	550
10	-1	-10	450
10	-1	-9.5	450
10	-0.5	-9.5	450
10	-0.5	-10	450
10	-1	-9.5	450
10	-1	-9	450
10	-0.5	-9	450
10	-0.5	-9.5	450
10	-1	-9	450
10	-1	-8.5	450
10	-0.5	-8.5	450
10	-0.5	-9	450
10	-1	-8.5	450
10	-1	-8	450
10	-0.5	-8	450
10	-0.5	-8.5	450
10	-0.5	-10	450
10	-0.5	-9.5	450
10	0	-9.5	450
10	0	-10	450
10	-0.5	-9.5	450
10	-0.5	-9	450
10	0	-9	450
10	0	-9.5	450
10	-0.5	-9	450
10	-0.5	-8.5	450
10	0	-8.5	450
10	0	-9	450
10	-0.5	-8.5	450
10	-0.5	-8	450
10	0	-8	450
10	0	-8.5	450
10	0	-10	450
10	0	-9.5	450
10	0.5	-9.5	450
10	0.5	-10	450
10	0	-9.5	450
10	0	-9	450
10	0.5	-9	450
10	0.5	-9.5	450
10	0	-9	450
10	0	-8.5	450
10	0.5	-8.5	450
10	0.5	-9	450
10	0	-8.5	450
10	0	-8	450
10	0.5	-8	450
10	0.5	-8.5	450
10	0.5	-10	450
10	0.5	-9.5	450
10	1	-9.5	450
10	1	-10	450
10	0.5	-9.5	450
10	0.5	-9	450
10	1	-9	450
10	1	-9.5	450
10	0.5	-9	450
10	0.5	-8.5	450
10	1	-8.5	450
10	1	-9	450
10	0.5	-8.5	450
10	0.5	-8	450
10	1	-8	450
10	1	-8.5	450
10	1	-10	450
10	1	-9.5	450
10	1.5	-9.5	450
10	1.5	-10	450
10	1	-9.5	450
10	1	-9	450
10	1.5	-9	450
10	1.5	-9.5	450
10	1	-9	450
10	1	-8.5	450
10	1.5	-8.5	450
10	1.5	-9	450
10	1	-8.5	450
10	1	-8	450
10	1.5	-8	450
10	1.5	-8.5	450
10	1.5	-10	450
10	1.5	-9.5	450
10	2	-9.5	450
10	2	-10	450
10	1.5	-9.5	450
10	1.5	-9	450
10	2	-9	450
10	2	-9.5	450
10	1.5	-9	450
10	1.5	-8.5	450
10	2	-8.5	450
10	2	-9	450
10	1.5	-8.5	450
10	1.5	-8	450
10	2	-8	450
10	2	-8.5	450
12	-1	-10	450
12	-1	-9.5	450
12	-0.5	-9.5	450
12	-0.5	-10	450
12	-1	-9.5	450
12	-1	-9	450
12	-0.5	-9	450
12	-0.5	-9.5	450
12	-1	-9	450
12	-1	-8.5	450
12	-0.5	-8.5	450
12	-0.5	-9	450
12	-1	-8.5	450
12	-1	-8	450
12	-0.5	-8	450
12	-0.5	-8.5	450
12	-0.5	-10	450
12	-0.5	-9.5	450
12	0	-9.5	450
12	0	-10	450
12	-0.5	-9.5	450
12	-0.5	-9	450
12	0	-9	450
12	0	-9.5	450
12	-0.5	-9	450
12	-0.5	-8.5	450
12	0	-8.5	450
12	0	-9	450
12	-0.5	-8.5	450
12	-0.5	-8	450
12	0	-8	450
12	0	-8.5	450
12	0	-10	450
12	0	-9.5	450
12	0.5	-9.5	450
12	0.5	-10	450
12	0	-9.5	450
12	0	-9	450
12	0.5	-9	450
12	0.5	-9.5	450
12	0	-9	450
12	0	-8.5	450
12	0.5	-8.5	450
12	0.5	-9	450
12	0	-8.5	450
12	0	-8	450
12	0.5	-8	450
12	0.5	-8.5	450
12	0.5	-10	450
12	0.5	-9.5	450
12	1	-9.5	450
12	1	-10	450
12	0.5	-9.5	450
12	0.5	-9	450
12	1	-9	450
12	1	-9.5	450
12	0.5	-9	450
12	0.5	-8.5	450
12	1	-8.5	450
12	1	-9	450
12	0.5	-8.5	450
12	0.5	-8	450
12	1	-8	450
12	1	-8.5	450
12	1	-10	450
12	1	-9.5	450
12	1.5	-9.5	450
12	1.5	-10	450
12	1	-9.5	450
12	1	-9	450
12	1.5	-9	450
12	1.5	-9.5	450
12	1	-9	450
12	1	-8.5	450
12	1.5	-8.5	450
12	1.5	-9	450
12	1	-8.5	450
12	1	-8	450
12	1.5	-8	450
12	1.5	-8.5	450
12	1.5	-10	450
12	1.5	-9.5	450
12	2	-9.5	450
12	2	-10	450
12	1.5	-9.5	450
12	1.5	-9	450
12	2	-9	450
12	2	-9.5	450
12	1.5	-9	450
12	1.5	-8.5	450
12	2	-8.5	450
12	2	-9	450
12	1.5	-8.5	450
12	1.5	-8	450
12	2	-8	450
12	2	-8.5	450
20	-1	-20	550
20.5	-1	-20	550
20.5	-0.5	-20	550
20	-0.5	-20	550
20.5	-1	-20	550
21	-1	-20	550
21	-0.5	-20	550
20.5	-0.5	-20	550
21	-1	-20	550
21.5	-1	-20	550
21.5	-0.5	-20	550
21	-0.5	-20	550
21.5	-1	-20	550
22	-1	-20	550
22	-0.5	-20	550
21.5	-0.5	-20	550
20	-0.5	-20	550
20.5	-0.5	-20	550
20.5	0	-20	550
20	0	-20	550
20.5	-0.5	-20	550
21	-0.5	-20	550
21	0	-20	550
20.5	0	-20	550
21	-0.5	-20	550
21.5	-0.5	-20	550
21.5	0	-20	550
21	0	-20	550
21.5	-0.5	-20	550
22	-0.5	-20	550
22	0	-20	550
21.5	0	-20	550
20	0	-20	550
20.5	0	-20	550
20.5	0.5	-20	550
20	0.5	-20	550
20.5	0	-20	550
21	0	-20	550
21	0.5	-20	550
20.5	0.5	-20	550
21	0	-20	550
21.5	0	-20	550
21.5	0.5	-20	550
21	0.5	-20	550
21.5	0	-20	550
22	0	-20	550
22	0.5	-20	550
21.5	0.5	-20	550
20	0.5	-20	550
20.5	0.5	-20	550
20.5	1	-20	550
20	1	-20	550
20.5	0.5	-20	550
21	0.5	-20	550
21	1	-20	550
20.5	1	-20	550
21	0.5	-20	550
21.5	0.5	-20	550
21.5	1	-20	550
21	1	-20	550
21.5	0.5	-20	550
22	0.5	-20	550
22	1	-20	550
21.5	1	-20	550
20	1	-20	550
20.5	1	-20	550
20.5	1.5	-20	550
20	1.5	-20	550
20.5	1	-20	550
21	1	-20	550
21	1.5	-20	550
20.5	1.5	-20	550
21	1	-20	550
21.5	1	-20	550
21.5	1.5	-20	550
21	1.5	-20	550
21.5	1	-20	550
22	1	-20	550
22	1.5	-20	550
21.5	1.5	-20	550
20	1.5	-20	550
20.5	1.5	-20	550
20.5	2	-20	550
20	2	-20	550
20.5	1.5	-20	550
21	1.5	-20	550
21	2	-20	550
20.5	2	-20	550
21	1.5	-20	550
21.5	1.5	-20	550
21.5	2	-20	550
21	2	-20	550
21.5	1.5	-20	550
22	1.5	-20	550
22	2	-20	550
21.5	2	-20	550
20	-1	-18	550
20.5	-1	-18	550
20.5	-0.5	-18	550
20	-0.5	-18	550
20.5	-1	-18	550
21	-1	-18	550
21	-0.5	-18	550
20.5	-0.5	-18	550
21	-1	-18	550
21.5	-1	-18	550
21.5	-0.5	-18	550
21	-0.5	-18	550
21.5	-1	-18	550
22	-1	-18	550
22	-0.5	-18	550
21.5	-0.5	-18	550
20	-0.5	-18	550
20.5	-0.5	-18	550
20.5	0	-18	550
20	0	-18	550
20.5	-0.5	-18	550
21	-0.5	-18	550
21	0	-18	550
20.5	0	-18	550
21	-0.5	-18	550
21.5	-0.5	-18	550
21.5	0	-18	550
21	0	-18	550
21.5	-0.5	-18	550
22	-0.5	-18	550
22	0	-18	550
21.5	0	-18	550
20	0	-18	550
20.5	0	-18	550
20.5	0.5	-18	550
20	0.5	-18	550
20.5	0	-18	550
21	0	-18	550
21	0.5	-18	550
20.5	0.5	-18	550
21	0	-18	550
21.5	0	-18	550
21.5	0.5	-18	550
21	0.5	-18	550
21.5	0	-18	550
22	0	-18	550
22	0.5	-18	550
21.5	0.5	-18	550
20	0.5	-18	550
20.5	0.5	-18	550
20.5	1	-18	550
20	1	-18	550
20.5	0.5	-18	550
21	0.5	-18	550
21	1	-18	550
20.5	1	-18	550
21	0.5	-18	550
21.5	0.5	-18	550
21.5	1	-18	550
21	1	-18	550
21.5	0.5	-18	550
22	0.5	-18	550
22	1	-18	550
21.5	1	-18	550
20	1	-18	550
20.5	1	-18	550
20.5	1.5	-18	550
20	1.5	-18	550
20.5	1	-18	550
21	1	-18	550
21	1.5	-18	550
20.5	1.5	-18	550
21	1	-18	550
21.5	1	-18	550
21.5	1.5	-18	550
21	1.5	-18	550
21.5	1	-18	550
22	1	-18	550
22	1.5	-18	550
21.5	1.5	-18	550
20	1.5	-18	550
20.5	1.5	-18	550
20.5	2	-18	550
20	2	-18	550
20.5	1.5	-18	550
21	1.5	-18	550
21	2	-18	550
20.5	2	-18	550
21	1.5	-18	550
21.5	1.5	-18	550
21.5	2	-18	550
21	2	-18	550
21.5	1.5	-18	550
22	1.5	-18	550
22	2	-18	550
21.5	2	-18	550
20	-1	-20	450
20	-1	-19.5	450
20	-0.5	-19.5	450
20	-0.5	-20	450
20	-1	-19.5	450
20	-1	-19	450
20	-0.5	-19	450
20	-0.5	-19.5	450
20	-1	-19	450
20	-1	-18.5	450
20	-0.5	-18.5	450
20	-0.5	-19	450
20	-1	-18.5	450
20	-1	-18	450
20	-0.5	-18	450
20	-0.5	-18.5	450
20	-0.5	-20	450
20	-0.5	-19.5	450
20	0	-19.5	450
20	0	-20	450
20	-0.5	-19.5	450
20	-0.5	-19	450
20	0	-19	450
20	0	-19.5	450
20	-0.5	-19	450
20	-0.5	-18.5	450
20	0	-18.5	450
20	0	-19	450
20	-0.5	-18.5	450
20	-0.5	-18	450
20	0	-18	450
20	0	-18.5	450
20	0	-20	450
20	0	-19.5	450
20	0.5	-19.5	450
20	0.5	-20	450
20	0	-19.5	450
20	0	-19	450
20	0.5	-19	450
20	0.5	-19.5	450
20	0	-19	450
20	0	-18.5	450
20	0.5	-18.5	450
20	0.5	-19	450
20	0	-18.5	450
20	0	-18	450
20	0.5	-18	450
20	0.5	-18.5	450
20	0.5	-20	450
20	0.5	-19.5	450
20	1	-19.5	450
20	1	-20	450
20	0.5	-19.5	450
20	0.5	-19	450
20	1	-19	450
20	1	-19.5	450
20	0.5	-19	450
20	0.5	-18.5	450
20	1	-18.5	450
20	1	-19	450
20	0.5	-18.5	450
20	0.5	-18	450
20	1	-18	450
20	1	-18.5	450
20	1	-20	450
20	1	-19.5	450
20	1.5	-19.5	450
20	1.5	-20	450
20	1	-19.5	450
20	1	-19	450
20	1.5	-19	450
20	1.5	-19.5	450
20	1	-19	450
20	1	-18.5	450
20	1.5	-18.5	450
20	1.5	-19	450
20	1	-18.5	450
20	1	-18	450
20	1.5	-18	450
20	1.5	-18.5	450
20	1.5	-20	450
20	1.5	-19.5	450
20	2	-19.5	450
20	2	-20	450
20	1.5	-19.5	450
20	1.5	-19	450
20	2	-19	450
20	2	-19.5	450
20	1.5	-19	450
20	1.5	-18.5	450
20	2	-18.5	450
20	2	-19	450
20	1.5	-18.5	450
20	1.5	-18	450
20	2	-18	450
20	2	-18.5	450
22	-1	-20	450
22	-1	-19.5	450
22	-0.5	-19.5	450
22	-0.5	-20	450
22	-1	-19.5	450
22	-1	-19	450
22	-0.5	-19	450
22	-0.5	-19.5	450
22	-1	-19	450
22	-1	-18.5	450
22	-0.5	-18.5	450
22	-0.5	-19	450
22	-1	-18.5	450
22	-1	-18	450
22	-0.5	-18	450
22	-0.5	-18.5	450
22	-0.5	-20	450
22	-0.5	-19.5	450
22	0	-19.5	450
22	0	-20	450
22	-0.5	-19.5	450
22	-0.5	-19	450
22	0	-19	450
22	0	-19.5	450
22	-0.5	-19	450
22	-0.5	-18.5	450
22	0	-18.5	450
22	0	-19	450
22	-0.5	-18.5	450
22	-0.5	-18	450
22	0	-18	450
22	0	-18.5	450
22	0	-20	450
22	0	-19.5	450
22	0.5	-19.5	450
22	0.5	-20	450
22	0	-19.5	450
22	0	-19	450
22	0.5	-19	450
22	0.5	-19.5	450
22	0	-19	450
22	0	-18.5	450
22	0.5	-18.5	450
22	0.5	-19	450
22	0	-18.5	450
22	0	-18	450
22	0.5	-18	450
22	0.5	-18.5	450
22	0.5	-20	450
22	0.5	-19.5	450
22	1	-19.5	450
22	1	-20	450
22	0.5	-19.5	450
22	0.5	-19	450
22	1	-19	450
22	1	-19.5	450
22	0.5	-19	450
22	0.5	-18.5	450
22	1	-18.5	450
22	1	-19	450
22	0.5	-18.5	450
22	0.5	-18	450
22	1	-18	450
22	1	-18.5	450
22	1	-20	450
22	1	-19.5	450
22	1.5	-19.5	450
22	1.5	-20	450
22	1	-19.5	450
22	1	-19	450
22	1.5	-19	450
22	1.5	-19.5	450
22	1	-19	450
22	1	-18.5	450
22	1.5	-18.5	450
22	1.5	-19	450
22	1	-18.5	450
22	1	-18	450
22	1.5	-18	450
22	1.5	-18.5	450
22	1.5	-20	450
22	1.5	-19.5	450
22	2	-19.5	450
22	2	-20	450
22	1.5	-19.5	450
22	1.5	-19	450
22	2	-19	450
22	2	-19.5	450
22	1.5	-19	450
22	1.5	-18.5	450
22	2	-18.5	450
22	2	-19	450
22	1.5	-18.5	450
22	1.5	-18	450
22	2	-18	450
22	2	-18.5	450
10	-1	-30	550
10.5	-1	-30	550
10.5	-0.5	-30	550
10	-0.5	-30	550
10.5	-1	-30	550
11	-1	-30	550
11	-0.5	-30	550
10.5	-0.5	-30	550
11	-1	-30	550
11.5	-1	-30	550
11.5	-0.5	-30	550
11	-0.5	-30	550
11.5	-1	-30	550
12	-1	-30	550
12	-0.5	-30	550
11.5	-0.5	-30	550
10	-0.5	-30	550
10.5	-0.5	-30	550
10.5	0	-30	550
10	0	-30	550
10.5	-0.5	-30	550
11	-0.5	-30	550
11	0	-30	550
10.5	0	-30	550
11	-0.5	-30	550
11.5	-0.5	-30	550
11.5	0	-30	550
11	0	-30	550
11.5	-0.5	-30	550
12	-0.5	-30	550
12	0	-30	550
11.5	0	-30	550
10	0	-30	550
10.5	0	-30	550
10.5	0.5	-30	550
10	0.5	-30	550
10.5	0	-30	550
11	0	-30	550
11	0.5	-30	550
10.5	0.5	-30	550
11	0	-30	550
11.5	0	-30	550
11.5	0.5	-30	550
11	0.5	-30	550
11.5	0	-30	550
12	0	-30	550
12	0.5	-30	550
11.5	0.5	-30	550
10	0.5	-30	550
10.5	0.5	-30	550
10.5	1	-30	550
10	1	-30	550
10.5	0.5	-30	550
11	0.5	-30	550
11	1	-30	550
10.5	1	-30	550
11	0.5	-30	550
11.5	0.5	-30	550
11.5	1	-30	550
11	1	-30	550
11.5	0.5	-30	550
12	0.5	-30	550
12	1	-30	550
11.5	1	-30	550
10	1	-30	550
10.5	1	-30	550
10.5	1.5	-30	550
10	1.5	-30	550
10.5	1	-30	550
11	1	-30	550
11	1.5	-30	550
10.5	1.5	-30	550
11	1	-30	550
11.5	1	-30	550
11.5	1.5	-30	550
11	1.5	-30	550
11.5	1	-30	550
12	1	-30	550
12	1.5	-30	550
11.5	1.5	-30	550
10	1.5	-30	550
10.5	1.5	-30	550
10.5	2	-30	550
10	2	-30	550
10.5	1.5	-30	550
11	1.5	-30	550
11	2	-30	550
10.5	2	-30	550
11	1.5	-30	550
11.5	1.5	-30	550
11.5	2	-30	550
11	2	-30	550
11.5	1.5	-30	550
12	1.5	-30	550
12	2	-30	550
11.5	2	-30	550
10	-1	-28	550
10.5	-1	-28	550
10.5	-0.5	-28	550
10	-0.5	-28	550
10.5	-1	-28	550
11	-1	-28	550
11	-0.5	-28	550
10.5	-0.5	-28	550
11	-1	-28	550
11.5	-1	-28	550
11.5	-0.5	-28	550
11	-0.5	-28	550
11.5	-1	-28	550
12	-1	-28	550
12	-0.5	-28	550
11.5	-0.5	-28	550
10	-0.5	-28	550
10.5	-0.5	-28	550
10.5	0	-28	550
10	0	-28	550
10.5	-0.5	-28	550
11	-0.5	-28	550
11	0	-28	550
10.5	0	-28	550
11	-0.5	-28	550
11.5	-0.5	-28	550
11.5	0	-28	550
11	0	-28	550
11.5	-0.5	-28	550
